Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
8:2	e89a		rc://*/ta/man/translate/figs-explicit	on day one of the seventh month	1	Since Nehemiah does not say otherwise, the implication is that this happened in the same year that the wall was rebuilt. If it would be helpful in your language, you could say this explicitly. Alternate translation: “He did this on the first day of the seventh month of that same year.”
8:2	id7q		rc://*/ta/man/translate/translate-hebrewmonths	on day one of the seventh month	1	Alternate translation: “On day 1 of month 7”
8:3	pkz7			And he read it aloud	1	Here, **it** means the book of the Law of Moses.
8:3	iv9y		rc://*/ta/man/translate/figs-metonymy	before the face of the open area that is before the face of the gate of water	1	Here, **face** means the front of both places, the square and the gate. Alternate translation: “from the front of the square that is in front of the Water Gate”
8:3	e1c3		rc://*/ta/man/translate/translate-names	the gate of water	1	This is the name of one of the gates of Jerusalem. See how you translated it in [3:26](../03/26.md) and [8:1](../08/01.md). Alternate translation: “the Water Gate”
8:3	e1c5		rc://*/ta/man/translate/translate-unknown	from the light until the middle of the day	1	**The light** means sunrise, that is, the time of morning when the sun itself becomes visible above the horizon. “The middle of the day” means noon. Alternate translation: “from sunrise until noon”
8:3	e1c7		rc://*/ta/man/translate/figs-merism	from the light until the middle of the day	1	Verse [8:7](../08/07.md) explains that other teachers circulated within the crowd to answer questions that people had about what Ezra was reading. It is unlikely that they did this while he was still talking. Instead, he probably paused from time to time to allow this. So this expression is actually referring to a whole time period by describing its beginning and ending, but it does not mean that the activity took place without interruption the whole time. If it would be helpful in your language, you could express this meaning with a single phrase. Alternate translation: “throughout the morning”
8:3	e1c9			in front of the men and the women, and the ones who were understanding	1	This is the same group that was described in [8:2](../08/02.md). Many of the phrases here in verse 3 echo similar phrases in verse 2. The repetition emphasizes the importance and solemnity of this occasion. However, you do not need to repeat this phrase a second time in your translation if that would be confusing for your readers.
8:3	e1d1		rc://*/ta/man/translate/figs-synecdoche	And the ears of all the people listened	1	Here, Nehemiah uses the **ears** of the people to represent the people themselves, in the act of listening. Alternate translation: “all the people listened carefully”
8:4	e1d3		rc://*/ta/man/translate/figs-explicit	on a platform of wood	1	As [8:5](../08/05.md) explains, this was a raised platform that allowed the large crowd to see and hear Ezra as he read. If it would be helpful to your readers, you could say that explicitly here. Alternate translation: “a raised wooden platform”
8:4	e1d5		rc://*/ta/man/translate/figs-explicit	that they had made for the purpose	1	If it would be helpful in your language, you could say who built this platform, and what the purpose was. Alternate translation: “that the people had built so that they could see and hear Ezra as he read”
8:4	e1d7		rc://*/ta/man/translate/figs-metonymy	beside him & on his right hand	1	Here, **hand** is a metonym that means “side.” Alternate translation: “next to him, on his right side”
8:4	lk8k		rc://*/ta/man/translate/translate-names	Mattithiah, and Shema, and Anaiah, and Uriah, and Hilkiah, and Maaseiah	1	These are the names of six men.
8:4	e1d9			and from his left	1	Alternate translation: “and next to him, on his left side”
8:4	e1e1		rc://*/ta/man/translate/translate-names	Pedaiah, and Mishael, and Malkijah, and Hashum, and Hashbaddanah, Zechariah, Meshullam	1	These are the names of seven men.
8:5	t5lf		rc://*/ta/man/translate/grammar-connect-logic-result	And Ezra opened the book before the eyes of all the people, for & higher than all the people	1	If it would be helpful in your language, you could reverse the order of these phrases, since the first phrase gives the reason for the result that is described in the second phrase. Alternate translation: “Ezra was up on the platform above the people, so they were able to see him when he opened the book.”
8:5	yv2u		rc://*/ta/man/translate/figs-synecdoche	before the eyes of all the people	1	Here, Nehemiah uses the **eyes** of the people to represent the people themselves, in the act of observing. Alternate translation: “where all the people could see”
8:5	wqg8		rc://*/ta/man/translate/translate-symaction	all the people stood	1	The people stood up as a symbolic way of showing respect for Yahweh and his law. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “the people stood up to show their respect for Yahweh and his law”
8:5	ln1z			all the people	1	In this verse, **all** is not a generalization as it is in verse 1. Rather, it means **all the people who were there.** Alternate translation: “the people”
8:6	x9v8		rc://*/ta/man/translate/figs-explicit	And Ezra blessed Yahweh the great God	1	This means that before Ezra read from the law, he prayed out loud. If it would be helpful in your language, you could say that explicitly. Alternate translation: “Before he read from the law, Ezra prayed to Yahweh, the great God”
8:6	e1e3		rc://*/ta/man/translate/figs-events	And all the people answered, “Amen! Amen	1	Since the people lifted their hands to show that they were joining Nehemiah in prayer, they would have done this before they said “Amen” at the end of his prayer. If it would be helpful in your language, you could describe the events in that order. Alternate translation: “The people lifted their hands to show that they were praying with Ezra, and when he finished praying, they shouted, ‘Amen! Amen!’”
8:6	e1e5		rc://*/ta/man/translate/figs-idiom	Amen! Amen	1	As in [5:13](../05/13.md), **Amen** is a Hebrew word that means, “Truly, it is so.” The word expresses agreement with what someone has just said. If it would be helpful in your language, you could express that meaning with a phrase such as, “We agree!” Or you could use the Hebrew term and explain what it means in this context: “Amen! Yahweh is truly great!”
8:6	e1e7		rc://*/ta/man/translate/translate-symaction	with their hands uplifted	1	In ancient Israel, lifted hands were the posture of prayer. By this gesture, the people showed that they were joining Nehemiah in prayer before he read from the law.
8:6	e1e9		rc://*/ta/man/translate/figs-synecdoche	And they knelt and prostrated themselves to Yahweh, nostrils to the ground	1	**Nostrils** here represent the nose, and the nose represents all of the face. Alternate translation: “they knelt down and then lay down with their faces on the ground to worship Yahweh.”
8:7	e1f1		rc://*/ta/man/translate/translate-names	And Jeshua, and Bani, and Sherebiah, Jamin, Akkub, Shabbethai, Hodiah, Maaseiah, Kelita, Azariah, Jozabad, Hanan, Pelaiah	1	These are the names of thirteen men.
8:7	e1f3			and the Levites	1	This expression could mean something like, “yes, the Levites,” indicating that all of these men were Levites. That means that they were descendants of Levi and had a special assignment, helping the priests. Alternate translation: “who were Levites.”
8:7	e1f5		rc://*/ta/man/translate/figs-explicit	were causing the people to understand the law. And the people were in their place	1	The implication is that Ezra paused regularly throughout the morning to allow this. If it would be helpful in your language, you could say that explicitly. Alternate translation: “explained the meaning of the Law to the people as they stood in their places in the crowd. Ezra paused regularly to allow this.”
8:8	s5er			And they read aloud carefully from the book, from the law of God	1	This probably indicates that each of the Levites who circulated among the crowd likely had his own written copy of the Law of Moses and used that to teach the people. If it would be helpful in your language, you could say that explicitly. Alternate translation: “Each of these Levites had his own the scroll of the law of God and read aloud from it”
8:8	e1f7			carefully	1	The exact meaning of this Hebrew term is unknown. This expression could mean that the Levites read loudly and clearly so that the groups they were talking to within the crowd could hear and understand them. It could also mean that they went over one section at a time with the people, after Ezra had read that section to everyone. It might also imply that the people could not understand the language in which the book of the Law was written, so the Levites needed to interpret it into the language that the people could understand. However, none of these possibilities are certain. Alternate translation: “clearly” or “one section at a time”
