Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
11:26	a6gs		rc://*/ta/man/translate/figs-explicit	everyone living	1	Here, **living** refers to having eternal life, as “live” does in the previous verse. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “everyone who has eternal life”
11:26	fue3		rc://*/ta/man/translate/figs-explicit	may certainly not die into eternity	1	Here, **die** refers to spiritual death, which is eternal punishment in hell that occurs after physical death. If it would be helpful in your language, you could express the idea behind this use of **die** explicitly. See how you translated a similar phrase in [6:50](../06/50.md). Alternate translation: “may certainly not die spiritually into eternity” or “may certainly not experience spiritual death into eternity”
11:26	js8v		rc://*/ta/man/translate/figs-litotes	may certainly not die into eternity	1	Jesus is using a figure of speech that expresses a strong positive meaning by using a negative word together with a word that is the opposite of the intended meaning. If this is confusing in your language, you can express the meaning positively. Alternate translation: “may certainly live into eternity”
11:27	mk4e		rc://*/ta/man/translate/figs-pastforfuture	She says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
11:27	y83q		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Son of God	1	**Son of God** is an important title for Jesus.
11:27	au1i		rc://*/ta/man/translate/figs-explicit	coming into the world	1	This phrase refers to a prophet the Jews were waiting for, based on God’s promise to send **into the world** a prophet like Moses, which is recorded in [Deuteronomy 18:15](../deu/18/15.md). If your readers will not be familiar with this Old Testament reference, you could state this explicitly. Alternate translation: “whom God said he would send into the world”
11:28	yd61		rc://*/ta/man/translate/translate-kinship	sister	1	See how you translated **sister** in [11:5](../11/05.md).
11:28	zs2t		rc://*/ta/man/translate/figs-explicit	Teacher	1	Here, **Teacher** refers to Jesus. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “Teacher, Jesus,”
11:30	k5hy		rc://*/ta/man/translate/writing-background	Now Jesus had not yet come into the village	1	Here John provides a brief break in the story to give background information regarding the location of Jesus. Use the natural form in your language for expressing background information. Alternate translation: “At that time Jesus had not yet come into the village”
11:31	zpe9			the Jews	1	See how you translated **the Jews** in [11:19](../11/19.md).
11:31	q0iv		rc://*/ta/man/translate/figs-distinguish	being with her in the house and comforting her	1	This phrase is making a distinction between **the Jews** who were **comforting** **Mary** in her **house** and those who were not doing so. It is not giving us further information about **the Jews**. If this might confuse your readers, you could make the relationship between these phrases more clear. Alternate translation: “the Jews, that is, those Jews who were with her in the house and comforting her”
11:32	zmp7		rc://*/ta/man/translate/figs-explicit	she fell down at his feet	1	Here, **fell down** means that Mary voluntarily threw herself down on the ground in front of Jesus to show the respect that she had for him. The phrase does not mean that **Mary** involuntarily **fell down**. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “she prostrated herself at his feet”
11:32	sn74		rc://*/ta/man/translate/writing-quotations	she fell down at his feet, saying to him	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “she fell down at his feet and said to him”
11:32	j2wr			Lord, if you were here, my brother would not have died	1	See how you translated this sentence in [11:21](../11/21.md).
11:33	ct82			the Jews	1	See how you translated **the Jews** in [11:19](../11/19.md).
11:33	qef6		rc://*/ta/man/translate/figs-doublet	he was deeply disturbed in the spirit and he troubled himself	1	These two phrases mean basically the same thing. John combines these phrases to express the intense emotional distress that Jesus was feeling. Alternate translation: “he was very upset”
11:33	s5uz		rc://*/ta/man/translate/figs-explicit	he was deeply disturbed	1	The word translated **deeply disturbed** could mean: (1) Jesus was experiencing very intense negative emotions, in which case the meaning would be similar to **troubled**. Alternate translation: “he was deeply moved” (2) Jesus was angry or indignant, which is what the word means in other books in the Bible. Alternate translation: “he was outraged”
11:33	w7f8		rc://*/ta/man/translate/figs-explicit	he was deeply disturbed in the spirit	1	Here, **spirit** refers to Jesus’ **spirit**. It does not refer to the Holy Spirit. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “he was deeply disturbed within himself” or “he was deeply disturbed inside”
11:34	xl9p		rc://*/ta/man/translate/figs-euphemism	Where have you laid him	1	Jesus is referring to putting Lazarus’ dead body in a tomb as laying him down. This is a polite way of referring to something unpleasant and accurately describes the Jewish burial practice of laying a dead body on a table inside the tomb. If this might confuse your readers, you could use a different polite way of referring to this or you could state this plainly. Alternate translation: “Where have you entombed him?”
11:35	bj6b		rc://*/ta/man/translate/figs-explicit	Jesus wept	1	The word translated **wept** is different from the word used to describe the weeping of Mary and the Jews with her in [11:31–33](../11/31.md). The word here just means to shed tears. If it would be helpful for your readers, you could state this explicitly. Alternate translation: “Jesus cried” or “Jesus shed tears”
