Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
16:18	j8fn			πᾶς ὁ ἀπολύων τὴν γυναῖκα αὐτοῦ	Everyone divorcing his wife	1	Alternate translation: “Anyone who divorces his wife” or “Any man who divorces his wife”
16:18	i544			μοιχεύει	commits adultery	1	Alternate translation: “is guilty of adultery”
16:18	sq24			ὁ & γαμῶν	the one marrying	2	Alternate translation: “any man who marries”
16:18	m078		rc://*/ta/man/translate/figs-activepassive	ὁ ἀπολελυμένην ἀπὸ ἀνδρὸς γαμῶν	the one marrying one that has been divorced from a husband	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “a woman whose husband has divorced her”
16:19	kd1x		rc://*/ta/man/translate/figs-parables	δέ	Now	1	Jesus uses the term **Now** to introduce a story that will help people understand better what he has been teaching. If it would be helpful to your readers, you could indicate that explicitly, as a separate sentence. Alternate translation: “Here is an illustration to help you understand:”
16:19	r67p		rc://*/ta/man/translate/writing-participants	ἄνθρωπος δέ τις ἦν πλούσιος	Now there was a certain rich man	1	This introduces one of the characters in the parable. It is not clear whether this is a real person, or simply a person in a story that Jesus is telling in order to make a point. You may need to begin a new sentence here. Alternate translation: “There once was a rich man”
16:19	fu76		rc://*/ta/man/translate/figs-synecdoche	καὶ ἐνεδιδύσκετο πορφύραν καὶ βύσσον	and he was putting on purple and fine linen	1	Jesus is using two specific types of expensive clothing to mean expensive clothing in general. These were likely not the only types of clothes that the man owned and wore. It may be helpful to begin a new sentence here. Alternate translation: “He wore very expensive clothes”
16:19	m079		rc://*/ta/man/translate/figs-metonymy	πορφύραν	purple	1	Jesus uses the term **purple** to mean clothing colored with purple dye, which was very expensive. Alternate translation: “clothing colored with purple dye”
16:19	z8v5		rc://*/ta/man/translate/translate-unknown	βύσσον	fine linen	1	The term **fine linen** refers to a high quality clothe made from the fibers of the flax plant. If you do not have **linen** in your region and/or your readers would be unfamiliar with this term, you could use a general expression. Alternate translation: “garments made of fine cloth” or “garments made of good cloth”
16:19	sz7t			εὐφραινόμενος καθ’ ἡμέραν λαμπρῶς	feasting sumptuously every day	1	Alternate translation: “and he enjoyed eating expensive food every day”
16:20	mmw2		rc://*/ta/man/translate/writing-participants	πτωχὸς δέ τις ὀνόματι Λάζαρος	But a certain poor man named Lazarus	1	This introduces another character in the parable. It is not clear whether this is a real person or simply a person in a story that Jesus is telling in order to make a point. Alternate translation: “There was also a poor man named Lazarus”
16:20	m081		rc://*/ta/man/translate/figs-activepassive	ἐβέβλητο πρὸς τὸν πυλῶνα αὐτοῦ	was laid at his gate	1	If it would be helpful in your language, you could express this with an active form, and you could state who did the action. Alternate translation: “whom people laid at his gate”
16:20	ax4v		rc://*/ta/man/translate/figs-explicit	πρὸς τὸν πυλῶνα αὐτοῦ	at his gate	1	The implication is that people brought Lazarus there so that he could beg for money and food from those who went in and out. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “at the gate to the rich man’s house so that he could beg there” or “at the entrance to the rich man’s property so that he could beg there”
16:20	ex57			εἱλκωμένος	afflicted with sores	1	It might be helpful to make this a new sentence. Alternate translation: “He was covered with sores” or “He had sores all over his body”
16:21	i2fn		rc://*/ta/man/translate/figs-activepassive	ἐπιθυμῶν χορτασθῆναι ἀπὸ τῶν πιπτόντων	longing to be fed from the things falling	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “wishing he could eat the scraps of food that fell”
16:21	vnk5			ἀλλὰ καὶ οἱ κύνες ἐρχόμενοι	But even the dogs were coming	1	Jesus uses the word **even** to show that what follows is worse than what he has already told about Lazarus. Alternate translation: “Worse yet, the dogs came”
16:21	xby9		rc://*/ta/man/translate/figs-explicit	οἱ κύνες	the dogs	1	The Jews considered **dogs** to be unclean animals. Lazarus was too sick and weak to stop them from licking his wounds, so in addition to being poor and sick, he was always ceremonially unclean. If it would be helpful to your readers, you could indicate this explicitly. Alternate translation: “the unclean dogs”
16:22	y7pb		rc://*/ta/man/translate/writing-newevent	ἐγένετο δὲ	Then it happened that	1	Luke uses this phrase to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
16:22	hrm6		rc://*/ta/man/translate/figs-activepassive	ἀπενεχθῆναι αὐτὸν ὑπὸ τῶν ἀγγέλων	he was carried away by the angels	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “the angels carried him away”
16:22	r2k1		rc://*/ta/man/translate/figs-explicit	εἰς τὸν κόλπον Ἀβραάμ	to the bosom of Abraham	1	The implication is that Abraham and Lazarus were reclining next to each other at a feast. Within the story, this feast likely represents the joys of heaven, and Jesus may be depicting Abraham, the ancestor of the Jews, as the host. In that case, Lazarus would be in a place of honor next to him. If it would be helpful to your readers, you could express this explicitly. Alternate translation: “to a place of honor next to Abraham at the heavenly feast”
16:22	hn6v		rc://*/ta/man/translate/figs-activepassive	ἐτάφη	was buried	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “people buried him”
16:23	tl8x		rc://*/ta/man/translate/figs-idiom	ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ	lifting up his eyes	1	This is an idiom. Alternate translation: “he looked up”
16:23	vca4			ὑπάρχων ἐν βασάνοις	being in torment	1	Alternate translation: “while suffering in terrible pain”
16:23	m083		rc://*/ta/man/translate/translate-tense	ὁρᾷ	he sees	1	To call attention to a significant development in the story, Jesus uses the present tense in past narration. See how you decided to approach this usage in [7:40](../07/40.md). If it would not be natural to use the present tense in your language, you could use the past tense in your translation. Alternate translation: “he saw”
16:23	qpd2		rc://*/ta/man/translate/figs-explicit	ἐν τοῖς κόλποις αὐτοῦ	in his bosom	1	See how you translated this expression in [16:22](../16/22.md). Alternate translation: “in a place of honor next to him”
